system,arm,epoch,train_traj,region,n_points,mean_of_means,median_of_means,p90_of_means,mean_of_medians,median_of_medians,p90_of_medians,mean_of_p90s,median_of_p90s,p90_of_p90s
quad3d,fm_disp_greedy_d05,29,16500,full,990000,5.180299282073975,3.5425357818603516,11.623720169067383,4.869986057281494,3.1826605796813965,11.203174591064453,8.013571739196777,5.6969475746154785,18.17426300048828
quad3d,fm_disp_greedy_d05,29,16500,certain_success,124153,0.27319997549057007,0.10055793821811676,0.39890459179878235,0.21949638426303864,0.08447393774986267,0.16611041128635406,0.4339422285556793,0.13481903076171875,0.36921966075897217
quad3d,fm_disp_greedy_d05,29,16500,certain_failure,547946,5.596639633178711,3.62154483795166,12.41659164428711,5.195585250854492,3.069007396697998,11.858109474182129,8.70969009399414,5.7967119216918945,19.708106994628906
quad3d,fm_disp_greedy_d10,29,16500,full,990000,5.110486030578613,3.400590419769287,11.633698463439941,4.854124069213867,3.1198973655700684,11.283751487731934,7.71600341796875,5.343523025512695,17.74563980102539
quad3d,fm_disp_greedy_d10,29,16500,certain_success,116702,0.2609439790248871,0.10860821604728699,0.34666907787323,0.21934817731380463,0.09554930776357651,0.18315285444259644,0.38584432005882263,0.14342233538627625,0.31687137484550476
quad3d,fm_disp_greedy_d10,29,16500,certain_failure,529973,5.452982425689697,3.3777174949645996,12.393722534179688,5.124114036560059,2.940138339996338,11.898683547973633,8.284302711486816,5.251158714294434,19.29299545288086
quad3d,fm_disp_prop_d05,29,16500,full,990000,5.229043006896973,3.59877347946167,11.567267417907715,4.890058517456055,3.199441432952881,11.073704719543457,8.128186225891113,5.808102607727051,18.273466110229492
quad3d,fm_disp_prop_d05,29,16500,certain_success,121342,0.3756263256072998,0.18159960210323334,0.6442944407463074,0.29910218715667725,0.15814277529716492,0.24588412046432495,0.6647176146507263,0.22951246798038483,2.4978256225585938
quad3d,fm_disp_prop_d05,29,16500,certain_failure,503183,5.424414157867432,3.4618980884552,11.885397911071777,4.984152793884277,2.8904941082000732,11.142505645751953,8.510568618774414,5.55492639541626,19.38292694091797
quad3d,fm_disp_prop_d10,29,16500,full,990000,5.030832767486572,3.334733486175537,11.432121276855469,4.743412494659424,3.0024161338806152,11.02108383178711,7.723815441131592,5.365978240966797,17.77378273010254
quad3d,fm_disp_prop_d10,29,16500,certain_success,133709,0.3605513870716095,0.11035560816526413,0.6434118151664734,0.277249276638031,0.09239897131919861,0.1931023895740509,0.6609389185905457,0.14491476118564606,2.746943235397339
quad3d,fm_disp_prop_d10,29,16500,certain_failure,557186,5.421534061431885,3.425495147705078,12.152961730957031,5.058285713195801,2.927163600921631,11.640874862670898,8.348945617675781,5.447812557220459,19.222232818603516
quad3d,fm_nonadapt,14,24000,full,990000,4.867611885070801,3.1709632873535156,11.287360191345215,4.4711127281188965,2.6755149364471436,10.613190650939941,7.894409656524658,5.354556083679199,18.845932006835938
quad3d,fm_nonadapt,14,24000,certain_success,142447,0.29992958903312683,0.07295282185077667,0.6851492524147034,0.19065476953983307,0.059813037514686584,0.13109610974788666,0.6710200309753418,0.09760157018899918,3.0591604709625244
quad3d,fm_nonadapt,14,24000,certain_failure,560044,5.063517093658447,3.1311025619506836,11.601879119873047,4.548540115356445,2.460501194000244,10.650371551513672,8.33765697479248,5.200947284698486,20.105297088623047
quad3d,fm_ranked,19,29000,full,990000,4.33546781539917,2.509942054748535,10.448477745056152,4.024094104766846,2.1074516773223877,9.803503036499023,6.859601974487305,4.3379621505737305,17.070558547973633
quad3d,fm_ranked,19,29000,certain_success,143945,0.2585954964160919,0.047621630132198334,0.6528728604316711,0.13951095938682556,0.04103745520114899,0.0835258737206459,0.6438273787498474,0.06774091720581055,3.0310189723968506
quad3d,fm_ranked,19,29000,certain_failure,580450,4.354429721832275,2.3666272163391113,10.388507843017578,4.003399848937988,1.9475847482681274,9.542222023010254,6.818448543548584,3.7981057167053223,17.303730010986328
