system,arm,label,epoch,train_traj,full_mean,full_median,full_n,certain_mean,certain_median,certain_n,certain_success_mean,certain_success_median,certain_success_n,certain_failure_mean,certain_failure_median,certain_failure_n,uncertain_mean,uncertain_median,uncertain_n,invalid_mean,invalid_median,invalid_n
pendulum,fm_direct,FM adaptive direct (d2=1.0),8,500,0.2462477684020996,0.010477240197360516,48770,0.17756853997707367,0.009559717029333115,45870,0.005668016616255045,0.004501009359955788,17467,0.28328225016593933,0.020668867975473404,28403,0.14525337517261505,0.11508232355117798,248,1.4435944557189941,1.4090901613235474,2652
pendulum,fm_direct,FM adaptive direct (d2=1.0),9,550,0.2356339544057846,0.010941272601485252,48770,0.16310766339302063,0.009351050481200218,44398,0.005011879373341799,0.003536103293299675,17547,0.2664225101470947,0.020104773342609406,26851,0.15538372099399567,0.14953148365020752,249,1.0214709043502808,0.4301318824291229,4123
pendulum,fm_direct,FM adaptive direct (d2=1.0),10,600,0.2569931745529175,0.012645220384001732,48770,0.185313418507576,0.011160955764353275,46335,0.00476816575974226,0.0035289127845317125,17619,0.2960888147354126,0.0281931534409523,28716,0.14990702271461487,0.14700615406036377,199,1.7518905401229858,2.0869288444519043,2236
pendulum,fm_direct,FM adaptive direct (d2=1.0),11,646,0.2313529998064041,0.009638035669922829,48770,0.1792013943195343,0.008308317512273788,45478,0.01366049237549305,0.003270263783633709,18056,0.2882016897201538,0.01911144331097603,27422,0.6702284812927246,0.18720506131649017,392,0.9898740649223328,0.7871097326278687,2900
pendulum,fm_direct,FM adaptive direct (d2=1.0),12,696,0.2095300704240799,0.008850659243762493,48770,0.1870528608560562,0.00814827810972929,46563,0.004169422201812267,0.002877358812838793,18064,0.3029729127883911,0.017321515828371048,28499,0.22263474762439728,0.18678997457027435,226,0.7363580465316772,0.5458890199661255,1981
pendulum,fm_direct,FM adaptive direct (d2=1.0),13,736,0.17573657631874084,0.007923737168312073,48770,0.10825936496257782,0.006811188068240881,45467,0.007489215116947889,0.0025035757571458817,18270,0.1759532392024994,0.014911433681845665,27197,0.4556044340133667,0.4177601635456085,274,1.1632909774780273,1.1055184602737427,3029
pendulum,fm_direct,FM adaptive direct (d2=1.0),14,786,0.19988934695720673,0.01563001051545143,48770,0.1077844649553299,0.013377031311392784,42693,0.070265032351017,0.010068224743008614,18926,0.13766171038150787,0.015560419298708439,23767,1.0642404556274414,1.1188528537750244,330,0.834480881690979,0.6329941153526306,5747
pendulum,fm_direct,FM adaptive direct (d2=1.0),15,836,0.2198065221309662,0.008057706989347935,48770,0.12168562412261963,0.006598626263439655,45202,0.010574528947472572,0.001976934727281332,18446,0.19828733801841736,0.02097572200000286,26756,0.42904752492904663,0.47975537180900574,284,1.55227792263031,1.6186225414276123,3284
pendulum,fm_direct,FM adaptive direct (d2=1.0),16,886,0.14683859050273895,0.01496877521276474,48770,0.11757045984268188,0.014093980193138123,46765,0.009655788540840149,0.004698934033513069,18235,0.18654431402683258,0.02420249953866005,28530,0.42023852467536926,0.3739964962005615,277,0.8950979709625244,0.5707255601882935,1728
pendulum,fm_direct,FM adaptive direct (d2=1.0),17,927,0.1735500693321228,0.008539626374840736,48770,0.08045417815446854,0.007375828921794891,44825,0.01794646494090557,0.0032668975181877613,18730,0.12531983852386475,0.013749029487371445,26095,0.9766726493835449,0.8396240472793579,146,1.2411383390426636,0.9635138511657715,3799
pendulum,fm_direct,FM adaptive direct (d2=1.0),18,957,0.12690216302871704,0.007714081555604935,48770,0.08125710487365723,0.006882169283926487,45636,0.016031432896852493,0.002530960366129875,18708,0.12657208740711212,0.014748752117156982,26928,0.9581721425056458,0.87255859375,128,0.7844722270965576,0.5350298285484314,3006
pendulum,fm_direct,FM adaptive direct (d2=1.0),19,971,0.13712197542190552,0.009364480152726173,48770,0.10226421058177948,0.008825037628412247,47281,0.01218321081250906,0.003164075082167983,18587,0.16061563789844513,0.018054187297821045,28694,0.6964933276176453,0.6258872747421265,142,1.3016941547393799,1.001587152481079,1347
pendulum,fm_nonadapt,FM non-adaptive (d2=0),0,50,2.8960723876953125,2.454036235809326,48770,3.4002268314361572,3.7768402099609375,12798,3.3463997840881348,3.454521417617798,2571,3.4137587547302246,6.270476818084717,10227,,,0,2.7167062759399414,2.2273712158203125,35972
pendulum,fm_nonadapt,FM non-adaptive (d2=0),1,100,3.391688585281372,3.889657497406006,48770,3.3605775833129883,3.759124279022217,23593,3.3173162937164307,3.180861473083496,5140,3.3726277351379395,6.265929222106934,18453,6.704141616821289,6.929251670837402,32,3.416663408279419,4.06215238571167,25145
pendulum,fm_nonadapt,FM non-adaptive (d2=0),2,150,3.230154514312744,3.139310359954834,48770,3.0850210189819336,2.8275458812713623,39642,2.9871442317962646,2.829099178314209,14733,3.1429126262664795,1.7103415727615356,24909,1.2569527626037598,0.8603131175041199,266,3.938601016998291,4.05960750579834,8862
pendulum,fm_nonadapt,FM non-adaptive (d2=0),3,200,3.2243471145629883,2.828700304031372,48770,3.1395068168640137,2.5756754875183105,43125,3.0401859283447266,2.612419605255127,15876,3.197373628616333,2.503066301345825,27249,2.141467809677124,2.0919315814971924,179,3.9291701316833496,4.075745582580566,5466
pendulum,fm_nonadapt,FM non-adaptive (d2=0),4,250,3.1055378913879395,2.8278932571411133,48770,3.050673723220825,2.8266611099243164,43950,2.8362460136413574,2.826460361480713,17134,3.1876819133758545,4.188121318817139,26816,1.9560765027999878,2.0941779613494873,116,3.6464860439300537,3.9822397232055664,4704
pendulum,fm_nonadapt,FM non-adaptive (d2=0),5,300,3.2550158500671387,3.4400649070739746,48770,3.2300989627838135,3.143786907196045,45676,3.145674705505371,3.141808032989502,17320,3.281665563583374,5.496543884277344,28356,1.2720532417297363,0.9925565719604492,173,3.7620911598205566,4.356890678405762,2921
pendulum,fm_nonadapt,FM non-adaptive (d2=0),6,350,3.1693058013916016,3.141166925430298,48770,3.1602563858032227,3.1411314010620117,46068,3.0281496047973633,3.139359951019287,17459,3.2408761978149414,4.823490142822266,28609,2.164945363998413,1.8017067909240723,223,3.427823066711426,4.015383720397949,2479
pendulum,fm_nonadapt,FM non-adaptive (d2=0),7,400,3.113859176635742,2.827779769897461,48770,3.126046895980835,2.8280131816864014,45015,2.8842215538024902,2.8271117210388184,17070,3.2737643718719482,5.381064414978027,27945,2.2605507373809814,2.0229034423828125,754,3.145434617996216,2.826035737991333,3001
pendulum,fm_nonadapt,FM non-adaptive (d2=0),8,450,3.245439291000366,3.143571138381958,48770,3.1582391262054443,3.1415045261383057,45303,3.2670645713806152,3.142406940460205,18282,3.0846095085144043,0.8910639882087708,27021,2.3461649417877197,1.422362208366394,613,4.822766304016113,6.2645769119262695,2854
pendulum,fm_nonadapt,FM non-adaptive (d2=0),9,500,3.1623013019561768,2.8298723697662354,48770,3.129070997238159,2.8283755779266357,44865,2.9370858669281006,2.827716827392578,17031,3.24654221534729,5.356082916259766,27834,2.64445424079895,2.1839702129364014,2394,4.969466209411621,5.621416091918945,1511
pendulum,fm_nonadapt,FM non-adaptive (d2=0),10,550,3.1282999515533447,2.828101396560669,48770,3.12056303024292,2.8279592990875244,47047,3.0582845211029053,2.8279500007629395,18373,3.1604678630828857,2.9993348121643066,28674,2.359328031539917,2.092608690261841,1161,5.364565372467041,6.349712371826172,562
pendulum,fm_nonadapt,FM non-adaptive (d2=0),11,600,3.0066840648651123,2.516158103942871,48770,2.9487242698669434,2.5142672061920166,46497,2.6013829708099365,2.514248847961426,17973,3.167584180831909,2.840582847595215,28524,1.8995004892349243,1.282592535018921,824,5.496188163757324,6.112032890319824,1449
pendulum,fm_nonadapt,FM non-adaptive (d2=0),12,650,3.724583387374878,4.39894962310791,48770,3.638166666030884,4.704235076904297,20657,4.92470121383667,5.322555065155029,9382,2.5676333904266357,0.036139462143182755,11275,4.3554277420043945,4.465631484985352,2008,3.744440793991089,4.165033340454102,26105
pendulum,fm_nonadapt,FM non-adaptive (d2=0),13,700,3.0451879501342773,2.514786720275879,48770,2.9166390895843506,2.2035908699035645,37148,2.5314319133758545,2.2047581672668457,13058,3.1254403591156006,1.0991787910461426,24090,2.5807063579559326,2.511600971221924,2228,3.663689136505127,3.453824996948242,9394
pendulum,fm_nonadapt,FM non-adaptive (d2=0),14,750,3.2236759662628174,3.3950376510620117,48770,3.0169341564178467,2.5053305625915527,32356,2.3650503158569336,2.205179214477539,7811,3.224384307861328,4.1122941970825195,24545,3.540285110473633,3.767375946044922,5769,3.680492639541626,4.069863796234131,10645
pendulum,fm_nonadapt,FM non-adaptive (d2=0),15,800,3.216085910797119,3.1417531967163086,48770,3.219183921813965,3.1417758464813232,47682,3.193446397781372,3.1415042877197266,18045,3.2348546981811523,5.223581314086914,29637,3.202169418334961,3.2520217895507812,933,2.3467657566070557,0.7754606008529663,155
pendulum,fm_nonadapt,FM non-adaptive (d2=0),16,850,2.939032793045044,2.205063581466675,48770,3.063248872756958,2.5153729915618896,25281,2.4309439659118652,2.2066421508789062,7070,3.3087265491485596,5.7579803466796875,18211,2.2371726036071777,1.9048662185668945,2389,2.8696694374084473,2.0062074661254883,21100
pendulum,fm_nonadapt,FM non-adaptive (d2=0),17,900,3.5689611434936523,4.390680313110352,48770,3.7273166179656982,4.706136226654053,39295,4.601620197296143,4.705455780029297,12911,3.2994768619537354,5.016700744628906,26384,3.6366679668426514,3.720745086669922,4235,2.3267269134521484,1.466154932975769,5240
pendulum,fm_nonadapt,FM non-adaptive (d2=0),18,950,3.86358642578125,5.022861003875732,48770,3.8206262588500977,5.332778453826904,33136,5.275584697723389,6.238058090209961,11400,3.0575363636016846,0.6918557286262512,21736,3.8700156211853027,3.9157660007476807,1307,3.9623594284057617,4.830554008483887,14327
pendulum,fm_nonadapt,FM non-adaptive (d2=0),19,1000,3.2475426197052,3.452153205871582,48770,3.3207149505615234,3.4558470249176025,41190,3.454479217529297,3.45497989654541,15682,3.238478422164917,5.02793025970459,25508,2.8281943798065186,2.706505298614502,1712,2.8562588691711426,1.5292391777038574,5868
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),0,100,0.32393696904182434,0.04136954993009567,48770,0.18449081480503082,0.018915195018053055,29375,0.048878297209739685,0.04262292757630348,2680,0.19810540974140167,0.015887344256043434,26695,,,0,0.5351372957229614,0.16252578794956207,19395
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),1,200,0.24302184581756592,0.03559183329343796,48770,0.14979864656925201,0.020960340276360512,32879,0.03678308054804802,0.02008831314742565,6537,0.17784444987773895,0.021149514243006706,26342,0.5886729955673218,0.5886729955673218,2,0.4358845353126526,0.14099852740764618,15889
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),2,300,0.17352412641048431,0.020599907264113426,48770,0.11879261583089828,0.012335456907749176,39766,0.05724182724952698,0.023524293676018715,12467,0.14690183103084564,0.00821362528949976,27299,0.37718841433525085,0.3905591368675232,24,0.41534653306007385,0.18263113498687744,8980
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),3,400,0.17096127569675446,0.014060759916901588,48770,0.07134907692670822,0.010572263970971107,42169,0.03391198813915253,0.02059662900865078,15363,0.0928049311041832,0.006249548401683569,26806,0.5600385069847107,0.5516696572303772,67,0.8098469376564026,0.5683339834213257,6534
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),4,500,0.1426037698984146,0.011849196627736092,48770,0.08321616798639297,0.009597704745829105,43575,0.03215964511036873,0.018138378858566284,16124,0.1132054328918457,0.0060469890013337135,27451,0.5925630331039429,0.6163888573646545,31,0.6410287618637085,0.4611769914627075,5164
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),5,600,0.11716891080141068,0.014656933024525642,48770,0.07015442103147507,0.012753136456012726,43507,0.03411228209733963,0.01971043087542057,15053,0.0892217755317688,0.010731695219874382,28454,0.6736314296722412,0.632050096988678,45,0.5043706893920898,0.25542160868644714,5218
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),6,700,0.11709195375442505,0.009681552648544312,48770,0.054596323519945145,0.00661684712395072,39801,0.032462287694215775,0.018469735980033875,11954,0.06409788876771927,0.004477173555642366,27847,,,0,0.3944237232208252,0.09589076787233353,8969
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),7,800,0.12806060910224915,0.014807457104325294,48770,0.08172141760587692,0.013339973986148834,44796,0.053434260189533234,0.021879801526665688,16246,0.09781786054372787,0.011124758049845695,28550,0.8520572781562805,0.8183013796806335,223,0.638420045375824,0.24350988864898682,3751
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),8,900,0.13224492967128754,0.017520049586892128,48770,0.09282263368368149,0.013132584281265736,39776,0.07714327424764633,0.024289969354867935,11738,0.09938673675060272,0.01043619029223919,28038,0.9780967235565186,0.9836198091506958,258,0.2867586314678192,0.04970467835664749,8736
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),9,1000,0.2658555507659912,0.06287793815135956,48770,0.21213622391223907,0.05354509875178337,31853,0.05866551026701927,0.04667259752750397,7700,0.2610628604888916,0.05527206137776375,24153,1.0891165733337402,1.4110325574874878,116,0.3620179295539856,0.10352920740842819,16801
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),10,1100,0.11984019726514816,0.022175075486302376,48770,0.08775164932012558,0.017568111419677734,42334,0.03985069319605827,0.032813847064971924,13833,0.11100045591592789,0.010717094875872135,28501,0.15798136591911316,0.03580203279852867,1905,0.4036136567592621,0.17762260138988495,4531
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),11,1200,0.10075566172599792,0.020264536142349243,48770,0.07391199469566345,0.017901934683322906,44612,0.04488435015082359,0.032338276505470276,16056,0.09023318439722061,0.013786600902676582,28556,0.5767042636871338,0.5422174334526062,424,0.3674261271953583,0.1107751727104187,3734
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),12,1300,0.13913366198539734,0.03407139331102371,48770,0.11057942360639572,0.03132089599967003,35523,0.044832564890384674,0.026023132726550102,8571,0.13148756325244904,0.03208383545279503,26952,0.7500929236412048,0.5990140438079834,136,0.21016119420528412,0.04944319650530815,13111
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),13,1400,0.17907769978046417,0.05099797993898392,48770,0.1228012666106224,0.035782746970653534,34503,0.05568724870681763,0.032498978078365326,10787,0.15332745015621185,0.03729476034641266,23716,0.729911744594574,0.6998853087425232,145,0.3109169900417328,0.10826891660690308,14122
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),14,1500,0.2077394723892212,0.07352695614099503,48770,0.15673309564590454,0.0517159029841423,30813,0.07948073744773865,0.057171523571014404,8972,0.1884673684835434,0.049010396003723145,21841,0.9844870567321777,1.0701204538345337,67,0.29268166422843933,0.10300065577030182,17890
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),15,1600,0.04556609317660332,0.009621470235288143,48770,0.03867321461439133,0.009256226941943169,46686,0.03408212214708328,0.01022361684590578,16932,0.04128585383296013,0.008452890440821648,29754,0.14752697944641113,0.014729547314345837,1968,1.0898933410644531,1.1434617042541504,116
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),16,1700,0.11045859754085541,0.03265685588121414,48770,0.08576668053865433,0.028520027175545692,42041,0.061947889626026154,0.03749450296163559,14628,0.09847676008939743,0.024281268939375877,27413,0.9587618708610535,0.9790783524513245,128,0.25126907229423523,0.09305062890052795,6601
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),17,1800,0.06053275987505913,0.01051304116845131,48770,0.047559723258018494,0.01000317931175232,45363,0.028266414999961853,0.014463861472904682,15895,0.057966504245996475,0.008145971223711967,29468,0.1705409288406372,0.016078177839517593,2560,0.42284098267555237,0.21676218509674072,847
pendulum,fm_disp_greedy_d05,FM dispersion greedy (d2=0.5),18,1900,0.04077066853642464,0.005387086886912584,48770,0.03405893221497536,0.005326935555785894,48295,0.026720410212874413,0.007224978879094124,18538,0.038630686700344086,0.004810693673789501,29757,0.6330469250679016,0.3103027939796448,412,1.3126022815704346,1.293683409690857,63
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),0,100,0.32393696904182434,0.04136954993009567,48770,0.18449081480503082,0.018915195018053055,29375,0.048878297209739685,0.04262292757630348,2680,0.19810540974140167,0.015887344256043434,26695,,,0,0.5351372957229614,0.16252578794956207,19395
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),1,200,0.24256734549999237,0.037995170801877975,48770,0.15936224162578583,0.02414916642010212,33999,0.06162768229842186,0.035772547125816345,7756,0.18824726343154907,0.02015186846256256,26243,0.7033801078796387,0.7049735188484192,113,0.4320077896118164,0.12474682927131653,14658
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),2,300,0.17594283819198608,0.021993476897478104,48770,0.11858084797859192,0.013421127572655678,38669,0.042922623455524445,0.020867150276899338,11893,0.15218569338321686,0.01024456787854433,26776,1.039694905281067,1.3485056161880493,70,0.3910427987575531,0.14285412430763245,10031
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),3,400,0.14257600903511047,0.01636696048080921,48770,0.08071747422218323,0.013151507824659348,42404,0.03720278665423393,0.019484085962176323,15220,0.10508083552122116,0.010677906684577465,27184,1.0093742609024048,0.9403494596481323,50,0.5510164499282837,0.3010459542274475,6316
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),4,500,0.1359628438949585,0.016378745436668396,48770,0.0923573300242424,0.011609041132032871,43097,0.043564293533563614,0.026821741834282875,14941,0.11824938654899597,0.006671007722616196,28156,0.7253898978233337,0.6398274898529053,143,0.4605520963668823,0.20812460780143738,5530
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),5,600,0.125589981675148,0.015402521938085556,48770,0.07343610376119614,0.011420022696256638,42520,0.050234124064445496,0.02231849916279316,15542,0.08680274337530136,0.00693725049495697,26978,0.8487253189086914,0.8177433013916016,89,0.4750826060771942,0.14681054651737213,6161
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),6,700,0.22799791395664215,0.05831468850374222,48770,0.15722334384918213,0.029131446033716202,29325,0.05606595054268837,0.04607585072517395,5801,0.18216867744922638,0.022413957864046097,23524,0.6169557571411133,0.6345559358596802,15,0.33451512455940247,0.1266091763973236,19430
pendulum,fm_disp_gdiv_d05,FM dispersion greedy-diverse (d2=0.5),7,800,0.1733313947916031,0.036992527544498444,48770,0.13132064044475555,0.024508660659193993,34462,0.037680767476558685,0.028086142614483833,8259,0.16083525121212006,0.02212127111852169,26203,0.4810718894004822,0.4820554256439209,52,0.27376434206962585,0.08909076452255249,14256
