system,arm,selection_rule,d2_ratio,epoch,train_traj,n_total,f1,sep_pct,tpr,fpr,tnr,fnr,invalid_pct,uncertain_pct,full_mean_of_means,full_mean_of_medians,full_mean_of_p90s,full_median_of_means,full_median_of_medians,full_median_of_p90s,full_p90_of_means,full_p90_of_medians,full_p90_of_p90s,certain_success_mean_of_means,certain_success_mean_of_medians,certain_success_mean_of_p90s,certain_success_median_of_means,certain_success_median_of_medians,certain_success_median_of_p90s,certain_success_p90_of_means,certain_success_p90_of_medians,certain_success_p90_of_p90s,certain_failure_mean_of_means,certain_failure_mean_of_medians,certain_failure_mean_of_p90s,certain_failure_median_of_means,certain_failure_median_of_medians,certain_failure_median_of_p90s,certain_failure_p90_of_means,certain_failure_p90_of_medians,certain_failure_p90_of_p90s
cartpole,dispersion,greedy,0.5,10,1300,115242,0.9799002241341913,0.10407663872546467,0.9794753197947532,0.0030421312813859592,0.996957868718614,0.020524680205246802,0.06862949271966817,0.0354471460057965,1.295007348060608,1.0868515968322754,2.4658572673797607,0.7808430790901184,0.6479442119598389,1.3821511268615723,2.969122886657715,1.8922995328903198,6.148078441619873,0.25338014960289,0.20402830839157104,0.3745594620704651,0.09016786515712738,0.07129443436861038,0.12513667345046997,0.2991783916950226,0.13285788893699646,0.29577571153640747,1.3205538988113403,1.0872230529785156,2.5694451332092285,0.8239424824714661,0.7122123837471008,1.4541484117507935,2.2580132484436035,1.696162462234497,4.133433818817139
cartpole,dispersion,greedy,0.5,11,1400,115242,0.9786471197514142,0.10982974957046909,0.9675462780622293,0.0013794637890755367,0.9986205362109245,0.032453721937770776,0.04843720171465264,0.06139254785581646,1.295231819152832,1.0784765481948853,2.4934098720550537,0.7773606777191162,0.6433297395706177,1.4003314971923828,3.0679492950439453,1.9107627868652344,6.27260160446167,0.171575665473938,0.1270419806241989,0.2318899929523468,0.08107516914606094,0.05911099165678024,0.10613807290792465,0.23530814051628113,0.1121174544095993,0.22643741965293884,1.3308345079421997,1.0941286087036133,2.598493814468384,0.8218789100646973,0.7063232660293579,1.4707989692687988,2.4846479892730713,1.7168103456497192,5.693233966827393
cartpole,dispersion,greedy,0.5,12,1500,115242,0.9868992598255552,0.09559014942468892,0.9877573734001113,0.0022370617696160265,0.997762938230384,0.012242626599888704,0.04265805869387897,0.05293209073080995,1.1706016063690186,0.9787193536758423,2.269488573074341,0.7246454954147339,0.5936787128448486,1.2940850257873535,2.4192726612091064,1.6900824308395386,5.756371974945068,0.16048838198184967,0.1451101303100586,0.17812588810920715,0.061606232076883316,0.05226132646203041,0.08309485018253326,0.1270638108253479,0.09503856301307678,0.15609349310398102,1.2107117176055908,0.999822199344635,2.3987796306610107,0.7772514224052429,0.6585031151771545,1.3982750177383423,1.963443398475647,1.5850404500961304,3.2484207153320312
cartpole,dispersion,greedy,0.5,13,1600,115242,0.9852133502323617,0.11157390534700891,0.9846460924305236,0.0020703238657982497,0.9979296761342018,0.015353907569476431,0.0738532826573645,0.0377206226896444,1.3426438570022583,1.1318215131759644,2.5638864040374756,0.815748929977417,0.6748765707015991,1.4922622442245483,3.1237621307373047,1.9740321636199951,6.2759785652160645,0.22379185259342194,0.16313780844211578,0.36397507786750793,0.09447377920150757,0.06851337850093842,0.12539997696876526,0.32599228620529175,0.12748084962368011,0.3798854947090149,1.3714971542358398,1.1426457166671753,2.657655715942383,0.8518450856208801,0.7316362857818604,1.5467939376831055,2.446423292160034,1.755171298980713,4.89890718460083
cartpole,dispersion,greedy,0.5,14,1700,115242,0.9751512897663882,0.08848336543968345,0.9800883452259599,0.0048931694896490645,0.995106830510351,0.019911654774040097,0.04015896982003089,0.04832439561965256,1.2660269737243652,1.0597001314163208,2.4230823516845703,0.7618399858474731,0.6316238045692444,1.3761928081512451,2.817420244216919,1.8473589420318604,6.1058735847473145,0.2859715223312378,0.25563547015190125,0.3364931344985962,0.07107380032539368,0.05814193934202194,0.09764186292886734,0.20501910150051117,0.1076057106256485,0.2188963145017624,1.3074126243591309,1.0743287801742554,2.5672459602355957,0.8150683045387268,0.6956542730331421,1.4719003438949585,2.198814630508423,1.6882407665252686,4.390983581542969
cartpole,dispersion,greedy,1.0,0,300,115242,0.9615332945233084,0.2884972492667604,0.979740828618361,0.008967157959936372,0.9910328420400636,0.020259171381638984,0.26755870255635966,0.020938546710400723,2.5337374210357666,2.3366141319274902,4.254415512084961,1.9662556648254395,1.696683645248413,3.541887044906616,4.872842788696289,4.868473052978516,7.553746223449707,0.5500950813293457,0.41449257731437683,0.938696563243866,0.150734081864357,0.07876843214035034,0.19437187910079956,0.8031007647514343,0.1624213457107544,3.3934288024902344,2.400800943374634,2.204921007156372,4.04412317276001,1.8607375621795654,1.654611349105835,3.193577527999878,3.9281086921691895,3.5563528537750244,7.028305530548096
cartpole,dispersion,greedy,1.0,1,400,115242,0.862462360575088,0.31805244615678313,0.9304538799414348,0.03669765448338038,0.9633023455166196,0.06954612005856516,0.292818590444456,0.025233855712327103,2.9916913509368896,2.8496994972229004,4.80949592590332,2.3358712196350098,2.1237592697143555,4.145178318023682,5.898008346557617,6.00333309173584,7.648042678833008,1.3759180307388306,1.303422451019287,1.6097086668014526,0.1867637187242508,0.12231212109327316,0.19535796344280243,5.907111644744873,6.0100321769714355,6.064978122711182,3.0422613620758057,2.8976473808288574,5.089388847351074,2.222710609436035,2.04801082611084,3.772019863128662,5.6942033767700195,4.9234209060668945,11.216248512268066
cartpole,dispersion,greedy,1.0,2,500,115242,0.9070346751693902,0.24646396279134344,0.857398511820665,0.0046180892655663715,0.9953819107344336,0.14260148817933502,0.18589576716821993,0.060568195623123516,2.3867387771606445,2.229030132293701,4.049594879150391,1.6622962951660156,1.4218615293502808,3.0270700454711914,5.507730484008789,5.432192325592041,7.473905563354492,0.34696313738822937,0.31341245770454407,0.3893470764160156,0.10160394757986069,0.08014831691980362,0.14283770322799683,0.23930297791957855,0.13373129069805145,0.2637859284877777,2.410382032394409,2.2400600910186768,4.273774147033691,1.6266891956329346,1.425903558731079,2.918771982192993,5.275009632110596,3.8530004024505615,9.215751647949219
cartpole,dispersion,greedy,1.0,3,600,115242,0.9541786743515851,0.4504694469030388,0.9576283441793203,0.006080051051157514,0.9939199489488425,0.042371655820679685,0.4504260599434234,4.338695961541799e-05,3.0942494869232178,2.9287760257720947,4.93539571762085,2.4955971240997314,2.2263214588165283,4.322060585021973,6.106439113616943,6.140575408935547,7.920072078704834,0.5385988354682922,0.4286617934703827,0.8192077875137329,0.17328836023807526,0.12755657732486725,0.21360254287719727,0.7502055168151855,0.18686111271381378,2.889061450958252,3.0614254474639893,2.7914187908172607,5.331909656524658,2.207886219024658,1.9498062133789062,3.806870937347412,6.286787986755371,4.955121994018555,13.428116798400879
cartpole,dispersion,greedy,1.0,4,700,115242,0.9307148756538497,0.448725291126499,0.9044052077759943,0.0037808815151148937,0.9962191184848851,0.0955947922240057,0.4487079363426529,1.7354783846167197e-05,2.8590879440307617,2.7184276580810547,4.641551971435547,2.131051540374756,1.8877506256103516,3.81701397895813,5.974692344665527,6.049495220184326,7.81337308883667,0.4604153037071228,0.4051562249660492,0.5695859789848328,0.18388766050338745,0.13180062174797058,0.22887498140335083,0.4084438979625702,0.21345606446266174,0.5199836492538452,2.7283618450164795,2.5401296615600586,4.864367961883545,1.8578863143920898,1.6808178424835205,3.2747015953063965,5.860325813293457,4.3044209480285645,13.160843849182129
cartpole,dispersion,greedy,1.0,5,800,115242,0.9343246592317225,0.48760868433383664,0.8885521885521885,0.000713279480732538,0.9992867205192675,0.11144781144781145,0.48760868433383664,0.0,3.196800470352173,3.015907049179077,5.0259599685668945,2.560452938079834,2.2926597595214844,4.330106735229492,6.205495357513428,6.228214263916016,8.068123817443848,0.2484041154384613,0.22620275616645813,0.3262595236301422,0.15603606402873993,0.1342766284942627,0.23231182992458344,0.21067221462726593,0.17781764268875122,0.3022831976413727,3.0507447719573975,2.7908198833465576,5.302292823791504,2.2163336277008057,1.95017671585083,3.77382493019104,6.088510990142822,4.752889156341553,13.278044700622559
cartpole,dispersion,greedy,1.0,6,900,115242,0.9029813036887316,0.467720102046129,0.8427257722235322,0.0017688266199649737,0.998231173380035,0.15727422777646782,0.467720102046129,0.0,3.0006823539733887,2.8473598957061768,4.740713119506836,2.2934682369232178,2.0433459281921387,3.902146816253662,6.18845796585083,6.169986724853516,8.071525573730469,0.311180979013443,0.2904079854488373,0.3827596604824066,0.15337282419204712,0.13447517156600952,0.2222609519958496,0.21554329991340637,0.17844322323799133,0.30547210574150085,2.771286725997925,2.549299955368042,4.892201900482178,1.8992807865142822,1.709826946258545,3.296765089035034,6.067527770996094,4.344200134277344,13.094836235046387
cartpole,dispersion,greedy,1.0,7,1000,115242,0.909423604757548,0.4713646066538241,0.8701850925462732,0.0030567608875147127,0.9969432391124853,0.12981490745372687,0.4713646066538241,0.0,2.9636688232421875,2.828977584838867,4.588530540466309,2.214609146118164,1.9853847026824951,3.6736044883728027,6.217573165893555,6.178879261016846,7.98121452331543,0.4544942080974579,0.4327629506587982,0.5327949523925781,0.16656330227851868,0.1456936001777649,0.24214836955070496,0.24464812874794006,0.20102977752685547,0.3366459012031555,2.5548436641693115,2.3564658164978027,4.563986301422119,1.7840362787246704,1.61624014377594,3.059918165206909,5.44045877456665,3.6384313106536865,11.839263916015625
cartpole,dispersion,greedy,1.0,8,1100,115242,0.0,0.565288696829281,0.0,0.0,1.0,1.0,0.565288696829281,0.0,3.414137840270996,3.2577807903289795,5.245385646820068,2.946791648864746,2.685901641845703,4.700963020324707,6.2472453117370605,6.169116020202637,8.150129318237305,,,,,,,,,,3.1807808876037598,2.923720598220825,5.616964340209961,2.342383623123169,2.081498861312866,3.9833977222442627,6.412209510803223,4.899776458740234,14.13664722442627
cartpole,dispersion,greedy,1.0,9,1200,115242,0.0,0.5208951597507853,0.0,0.0,1.0,1.0,0.5208951597507853,0.0,3.3784258365631104,3.2538113594055176,5.088565826416016,2.846625804901123,2.642716884613037,4.373815536499023,6.169829368591309,5.929867744445801,8.347283363342285,,,,,,,,,,3.169646739959717,2.972848415374756,5.377370834350586,2.3040199279785156,2.0938515663146973,3.762169599533081,6.308289051055908,5.278676986694336,13.648977279663086
cartpole,dispersion,greedy,1.0,10,1300,115242,0.0,0.5535308307735027,0.0,0.0,1.0,1.0,0.5535308307735027,0.0,3.7316575050354004,3.516298532485962,5.700709819793701,3.273871898651123,2.953516960144043,5.0710859298706055,6.308584690093994,6.061540126800537,8.671330451965332,,,,,,,,,,3.6451303958892822,3.246987819671631,6.495149612426758,2.919708728790283,2.391385555267334,5.185349464416504,6.431235313415527,5.432192325592041,13.653210639953613
cartpole,dispersion,greedy,1.0,11,1400,115242,0.0,0.5331910241057948,0.0,0.0,1.0,1.0,0.5331910241057948,0.0,3.532339096069336,3.4098756313323975,5.2802228927612305,3.034456253051758,2.828289747238159,4.440104007720947,6.313819408416748,6.0985493659973145,8.656598091125488,,,,,,,,,,3.12682843208313,2.9179413318634033,5.290371894836426,2.2796337604522705,2.0504345893859863,3.6645946502685547,6.35797643661499,5.3725385665893555,13.650922775268555
cartpole,dispersion,greedy,1.0,12,1500,115242,0.0,0.9498099651168844,0.0,0.0,1.0,1.0,0.9498099651168844,0.0,6.387143611907959,6.076089382171631,9.939783096313477,5.633552551269531,5.209228992462158,9.174643516540527,9.916984558105469,9.842598915100098,15.308895111083984,,,,,,,,,,12.621182441711426,12.598185539245605,17.426565170288086,12.460673332214355,12.456329345703125,17.31972312927246,16.36968231201172,16.44173812866211,21.83516502380371
cartpole,dispersion,greedy,1.0,13,1600,115242,0.0,0.9725620867392096,,0.0,1.0,,0.9725620867392096,0.0,3.5611801147460938,3.426143169403076,5.323781490325928,3.113093852996826,2.903043270111084,4.576163291931152,6.1680588722229,5.928369998931885,8.301346778869629,,,,,,,,,,4.071656703948975,4.012328624725342,6.129273891448975,4.024964332580566,3.94014310836792,6.056278705596924,5.725078105926514,5.737691879272461,7.927980422973633
cartpole,dispersion,greedy,1.0,14,1700,115242,0.0,0.6847763836101421,0.0,0.0,1.0,1.0,0.6847763836101421,0.0,3.5601818561553955,3.4035558700561523,5.435511589050293,3.142183542251587,2.904313325881958,4.73128604888916,6.065983295440674,5.812941551208496,8.1427640914917,,,,,,,,,,3.300722122192383,3.019432544708252,6.091121196746826,2.420651435852051,2.0553016662597656,4.112443447113037,7.227065086364746,5.00132942199707,14.655952453613281
cartpole,dispersion,greedy_diverse,0.5,0,300,115242,0.9615332945233084,0.2884972492667604,0.979740828618361,0.008967157959936372,0.9910328420400636,0.020259171381638984,0.26755870255635966,0.020938546710400723,2.5337374210357666,2.3366141319274902,4.254415512084961,1.9662556648254395,1.696683645248413,3.541887044906616,4.872842788696289,4.868473052978516,7.553746223449707,0.5500950813293457,0.41449257731437683,0.938696563243866,0.150734081864357,0.07876843214035034,0.19437187910079956,0.8031007647514343,0.1624213457107544,3.3934288024902344,2.400800943374634,2.204921007156372,4.04412317276001,1.8607375621795654,1.654611349105835,3.193577527999878,3.9281086921691895,3.5563528537750244,7.028305530548096
cartpole,dispersion,greedy_diverse,0.5,1,400,115242,0.9866943304316449,0.23961750056403047,0.992018864502086,0.002702279313856035,0.997297720686144,0.007981135497914021,0.22631505874594332,0.013302441818087155,2.2101333141326904,1.9689363241195679,3.9650304317474365,1.693089246749878,1.4230005741119385,3.130122184753418,4.289234638214111,3.910130739212036,7.22593355178833,0.3376557528972626,0.20313605666160583,0.6671727895736694,0.13447792828083038,0.07277481257915497,0.1551874876022339,0.6056393384933472,0.13917629420757294,2.1380929946899414,2.2786433696746826,2.029805898666382,4.098392963409424,1.7045872211456299,1.4673962593078613,3.0278890132904053,3.913154125213623,3.2953953742980957,7.6533308029174805
cartpole,dispersion,greedy_diverse,0.5,2,500,115242,0.8776938342095184,0.27312091077905626,0.9478869002857573,0.04001759638990194,0.959982403610098,0.052113099714242744,0.23683205775672064,0.03628885302233561,2.8900370597839355,2.6817667484283447,4.746952056884766,2.3974037170410156,2.0916895866394043,4.162341117858887,5.842588424682617,5.87119722366333,7.844625949859619,1.2655718326568604,1.2144664525985718,1.3720941543579102,0.1509409099817276,0.09549593180418015,0.16917669773101807,5.9521260261535645,6.038921356201172,6.0764665603637695,3.029305934906006,2.767267942428589,5.227191925048828,2.369605541229248,2.085537910461426,3.976303815841675,5.727126121520996,4.9602460861206055,10.942110061645508
cartpole,dispersion,greedy_diverse,0.5,3,600,115242,0.9848896947718343,0.199814303812846,0.9879749393694423,0.002198763347465348,0.9978012366525346,0.012025060630557801,0.1909373318755315,0.00887697193731452,2.033599615097046,1.8165357112884521,3.6796255111694336,1.514265775680542,1.2619035243988037,2.7761342525482178,4.084029674530029,3.5378293991088867,6.742893218994141,0.2774799168109894,0.2074514478445053,0.4265440106391907,0.11405313014984131,0.08282895386219025,0.15515626966953278,0.3539803624153137,0.14535224437713623,0.5534316897392273,2.1502301692962646,1.9305124282836914,3.9129154682159424,1.5348364114761353,1.3109095096588135,2.74804425239563,3.9924867153167725,3.2362115383148193,7.0632219314575195
cartpole,dispersion,greedy_diverse,0.5,4,700,115242,0.9852953463113042,0.20492528765554224,0.99092513234182,0.0030605205393540295,0.996939479460646,0.009074867658179985,0.19030388226514638,0.014621405390395862,2.123032331466675,1.929240345954895,3.7627501487731934,1.5574640035629272,1.3081694841384888,2.8403167724609375,4.331785678863525,3.9020423889160156,6.856799602508545,0.33196040987968445,0.21943674981594086,0.5746817588806152,0.13602109253406525,0.0799434632062912,0.17472302913665771,0.5101186037063599,0.14261342585086823,1.1959562301635742,2.232126235961914,2.038365364074707,3.9871935844421387,1.5675039291381836,1.350540280342102,2.7944228649139404,4.136172771453857,3.457045316696167,6.8609700202941895
cartpole,dispersion,greedy_diverse,0.5,5,800,115242,0.9594093475428457,0.21349855087554884,0.9894570011025359,0.01395055565772535,0.9860494443422746,0.010542998897464167,0.188498984745145,0.024999566130403845,2.2118263244628906,2.023498058319092,3.858283281326294,1.5927228927612305,1.3491394519805908,2.910872459411621,4.923990726470947,4.663845062255859,7.2015275955200195,0.6288843750953674,0.5182679295539856,0.9132493734359741,0.1497001051902771,0.08420689404010773,0.18169303238391876,0.9019429683685303,0.16415083408355713,4.217748641967773,2.261204719543457,2.066964626312256,4.075021266937256,1.5910028219223022,1.383551836013794,2.86806321144104,4.085537910461426,3.2646989822387695,7.359354496002197
cartpole,dispersion,greedy_diverse,0.5,6,900,115242,0.9799959750452808,0.17931830409052255,0.9803511032372363,0.0030793948319721514,0.9969206051680278,0.01964889676276373,0.1775481161382135,0.001770187952309054,1.549592137336731,1.3769596815109253,2.852447032928467,1.0035377740859985,0.8363285660743713,1.8408422470092773,3.351422071456909,2.5286812782287598,6.255771160125732,0.3116949796676636,0.20812949538230896,0.5786038637161255,0.10502860695123672,0.0694216638803482,0.1333245486021042,0.5120726823806763,0.14433538913726807,1.0912089347839355,1.5636072158813477,1.3937509059906006,2.9111032485961914,0.9969758987426758,0.8593153357505798,1.8092560768127441,2.667353868484497,2.0510799884796143,4.496824264526367
cartpole,dispersion,greedy_diverse,0.5,7,1000,115242,0.9844140122569419,0.1323128720431787,0.9861300591177808,0.002638248847926267,0.9973617511520737,0.01386994088221919,0.11796046580239843,0.01435240624078027,1.3537108898162842,1.142903447151184,2.590611219406128,0.8715853095054626,0.7176524996757507,1.5933111906051636,2.8395516872406006,1.9164948463439941,6.054701328277588,0.279145210981369,0.18809227645397186,0.5422033667564392,0.09259278327226639,0.06462544202804565,0.12099936604499817,0.4813101589679718,0.14025484025478363,1.0545001029968262,1.37123703956604,1.155927062034607,2.6333701610565186,0.8923949003219604,0.7646670937538147,1.6090397834777832,2.16231107711792,1.703926682472229,3.6559813022613525
cartpole,dispersion,greedy_diverse,0.5,8,1100,115242,0.9830061046032008,0.1428906127974176,0.9864238410596027,0.002860603264317435,0.9971393967356825,0.013576158940397352,0.12964891272279203,0.01324170007462557,1.412814974784851,1.2253018617630005,2.6382269859313965,0.8789380788803101,0.7276228666305542,1.6068894863128662,3.061527729034424,2.1664321422576904,6.1265339851379395,0.2877340018749237,0.21616671979427338,0.4807668924331665,0.10363440215587616,0.07614174485206604,0.14309749007225037,0.40187975764274597,0.14811238646507263,0.7024142146110535,1.424291729927063,1.2303608655929565,2.6872992515563965,0.891578197479248,0.7629945278167725,1.6131504774093628,2.3816373348236084,1.8621058464050293,4.012022972106934
cartpole,dispersion,greedy_diverse,0.5,9,1200,115242,0.9801857585139319,0.11844639975009111,0.9762565525747764,0.0023019634394041977,0.9976980365605957,0.02374344742522356,0.08602766352545078,0.032418736224640324,1.3119745254516602,1.1212714910507202,2.4750945568084717,0.7991146445274353,0.6652814149856567,1.447594404220581,2.9972915649414062,1.9225748777389526,6.0452470779418945,0.21681247651576996,0.1746816188097,0.3095281422138214,0.08369883894920349,0.06703375279903412,0.1166629046201706,0.24994346499443054,0.12915445864200592,0.2890356481075287,1.316907286643982,1.102874517440796,2.549243688583374,0.8325585126876831,0.7137625813484192,1.499396800994873,2.2213587760925293,1.6598479747772217,3.9401662349700928
cartpole,dispersion,greedy_diverse,0.5,10,1300,115242,0.9787859847788521,0.12603044029086619,0.9870235800088981,0.004608400586940572,0.9953915994130594,0.012976419991101884,0.11182554971277833,0.01420489057808785,1.408170461654663,1.2038004398345947,2.6788337230682373,0.8998416662216187,0.7378902435302734,1.6355137825012207,3.0754120349884033,2.1072468757629395,6.264076232910156,0.33408036828041077,0.26593291759490967,0.5156682133674622,0.09813831001520157,0.07440700381994247,0.1346183717250824,0.4230937063694,0.14115776121616364,0.6973186135292053,1.4407211542129517,1.2232416868209839,2.7754745483398438,0.9269927144050598,0.7887862920761108,1.6680322885513306,2.5215251445770264,1.8814826011657715,4.685970306396484
cartpole,dispersion,greedy_diverse,0.5,11,1400,115242,0.9810003174171313,0.13403099564394924,0.975559163059163,0.0016683951841998466,0.9983316048158002,0.02444083694083694,0.08543760087468111,0.04859339476926815,1.379615306854248,1.1692432165145874,2.6377978324890137,0.8638852834701538,0.7026380300521851,1.5876281261444092,3.100050449371338,2.0702619552612305,6.327190399169922,0.1867273598909378,0.1488388627767563,0.23883067071437836,0.08621008694171906,0.0668092742562294,0.11857414990663528,0.21312372386455536,0.11395744234323502,0.22734658420085907,1.4065932035446167,1.1799261569976807,2.727919340133667,0.8994777798652649,0.761320948600769,1.639371633529663,2.4409594535827637,1.8450406789779663,4.93431282043457
