system,arm,d2_ratio,target_traj,train_traj,budget_exact,epoch,n_total,f1,sep_pct,invalid_pct,uncertain_pct,tpr,fpr,tnr,fnr,auc,auprc,brier,log_score,num_mc_samples,log_score_smoothing,n_saturated,base_rate,tf_source,tf_validated,f1_win3_median,invalid_pct_win3_median,win3_n_epochs,full_mean_of_means,full_mean_of_medians,full_mean_of_p90s,full_median_of_means,full_median_of_medians,full_median_of_p90s,full_p90_of_means,full_p90_of_medians,full_p90_of_p90s,certain_success_mean_of_means,certain_success_mean_of_medians,certain_success_mean_of_p90s,certain_success_median_of_means,certain_success_median_of_medians,certain_success_median_of_p90s,certain_success_p90_of_means,certain_success_p90_of_medians,certain_success_p90_of_p90s,certain_failure_mean_of_means,certain_failure_mean_of_medians,certain_failure_mean_of_p90s,certain_failure_median_of_means,certain_failure_median_of_medians,certain_failure_median_of_p90s,certain_failure_p90_of_means,certain_failure_p90_of_medians,certain_failure_p90_of_p90s
pendulum,entropy,1.0,500,500,True,8,48770,0.9851680279572516,0.5425466475292188,0.5410498257125282,0.0014968218166905884,0.9948297086581863,0.02982716049382716,0.9701728395061728,0.005170291341813705,0.9706950178512779,0.960462216331483,0.07718085298339142,0.27623627022924047,100,kt_count,25230,0.3863030551568587,per_point,one_sided,0.9983654195423174,0.46317408242772196,3,0.4596773087978363,0.43078580498695374,0.6196336150169373,0.09790597856044769,0.07593292742967606,0.14671604335308075,2.0902397632598877,2.0639822483062744,2.3310415744781494,0.10704533755779266,0.08804965019226074,0.17703936994075775,0.042678169906139374,0.03421546518802643,0.07911141216754913,0.09665333479642868,0.06645330786705017,0.15519823133945465,0.09373776614665985,0.06247922033071518,0.19896724820137024,0.06151694804430008,0.052066296339035034,0.09526331722736359,0.10922601073980331,0.08146423101425171,0.1516743004322052
pendulum,fm_disp_gdiv_d05,campaignA,500,500,True,4,48770,0.9844450303190088,0.11632150912446176,0.11338937871642403,0.002932130408037728,0.9696812309290398,0.00018054452227919405,0.9998194554777208,0.030318769070960202,0.9843842000761862,0.9812168725849777,0.05637014353085914,0.2202808318353097,100,kt_count,28995,0.3863030551568587,per_point,one_sided,0.9940953725691547,0.12632766044699612,3,0.13370268046855927,0.09723716974258423,0.2677210569381714,0.03365834057331085,0.021707333624362946,0.0478251688182354,0.3241688013076782,0.09368859976530075,1.1161832809448242,0.06857461482286453,0.04471246898174286,0.1324145346879959,0.05484499782323837,0.03661369904875755,0.07780507951974869,0.11161038279533386,0.07847341150045395,0.16362394392490387,0.09633861482143402,0.05598742514848709,0.21249647438526154,0.012096123769879341,0.009442358277738094,0.017702165991067886,0.1914599984884262,0.0401458665728569,0.3595156669616699
pendulum,clf_nonadapt,-,500,500,True,9,48770,0.9780684265092909,0.005372155013327866,0.0,0.005372155013327866,0.9841643483843355,0.017742151864770593,0.9822578481352294,0.015835651615664456,0.9969706588905607,0.9923626058724397,0.017077552429948514,0.14761344728262638,1,clip,14984,0.3863030551568587,per_point,one_sided,0.9780684265092909,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
pendulum,fm_direct,baseline,500,500,True,8,48770,0.9740958648188942,0.059462784498667216,0.054377691203608775,0.0050850932950584375,0.9494998912807132,0.0,1.0,0.0505001087192868,0.9956582663156708,0.9947586043784457,0.01061728521632151,0.05931794317916299,20,kt_count,45534,0.3863030551568587,mc_cache_K20,one_sided,0.9751041956098916,0.054377691203608775,3,0.27442753314971924,0.21026988327503204,0.5684390985387519,0.022418096661567688,0.021364212036132812,0.03474269751459361,0.8990952134132383,0.10889873802661895,2.594704771041869,0.012844077311456203,0.012362425215542316,0.020611117936839084,0.012174254283308983,0.011516894213855267,0.02012193836271763,0.02053137496113777,0.0209680438041687,0.03256580073386432,0.307405948638916,0.20361824333667755,0.7519544662709637,0.03526594117283821,0.030114352703094482,0.05351186767220498,1.0660289287567137,0.09383949041366577,4.125674171447754
pendulum,fm_ranked,baseline,500,500,True,8,48770,0.972698523225114,0.11843346319458684,0.10127127332376461,0.017162189870822228,0.9468481699051062,0.0,1.0,0.05315183009489381,0.9940955701307297,0.9929494421816517,0.013194945663317612,0.07148477580488141,20,kt_count,42694,0.3863030551568587,mc_cache_K20,one_sided,0.9744659546061415,0.10127127332376461,3,0.29338547587394714,0.25910767912864685,0.5354503796622849,0.0347696915268898,0.027502259239554405,0.05531362872570753,0.8577534139156341,0.22890501916408493,2.104929122924805,0.02104996144771576,0.01382902730256319,0.0408632317092534,0.011795304715633392,0.010240178555250168,0.018206413835287094,0.04029427245259286,0.030350513011217124,0.05596208639442921,0.28275659680366516,0.23651793599128723,0.5920113471556224,0.0448329895734787,0.03510204702615738,0.07441048622131348,0.8141981363296509,0.11030895262956619,2.103393578529358
pendulum,fm_disp_prop_d10,campaignA,500,500,True,4,48770,0.9650115231510581,0.04441254869797007,0.041193356571662905,0.003219192126307156,0.9326583743129881,0.00017053787646236228,0.9998294621235376,0.06734162568701187,0.975147638367798,0.970525667826223,0.046595743284806236,0.20207983313350678,100,kt_count,33264,0.3863030551568587,per_point,one_sided,0.9677783683231463,0.041193356571662905,3,0.12101200222969055,0.0900280773639679,0.2321668565273285,0.019543655216693878,0.013733724132180214,0.02751370146870613,0.23517777025699615,0.07513134181499481,0.4375247061252594,0.07085322588682175,0.03854484111070633,0.1591809242963791,0.04522878676652908,0.0311328936368227,0.06511452049016953,0.12798917293548584,0.08082367479801178,0.16141976416110992,0.11356311291456223,0.09266478568315506,0.19144420325756073,0.009606754407286644,0.008292337879538536,0.014000177383422852,0.14119189977645874,0.03439018130302429,0.1337585300207138
pendulum,fm_disp_gdiv_d10,campaignA,500,500,True,4,48770,0.9104351499788761,0.38886610621283574,0.38751281525527986,0.0013532909575558745,0.8357572231917781,4.057124310288867e-05,0.9999594287568971,0.16424277680822183,0.912161336465908,0.8902200667918548,0.22326482058642608,0.8149402284028953,100,kt_count,31495,0.3863030551568587,per_point,one_sided,0.9535768042462173,0.17024810334221857,3,0.23867930471897125,0.19179190695285797,0.4168250262737274,0.10430711507797241,0.07681822776794434,0.14032362401485443,0.623727023601532,0.32272738218307495,1.9744818210601807,0.14344215393066406,0.10370955616235733,0.2936874330043793,0.10933299362659454,0.1005663275718689,0.1611787974834442,0.21908417344093323,0.1414167582988739,0.24502290785312653,0.17988121509552002,0.1305248737335205,0.33862408995628357,0.05576889216899872,0.0462542325258255,0.0777716338634491,0.43210652470588684,0.07965247333049774,2.084456205368042
pendulum,fm_disp_greedy_d10,campaignA,500,500,True,4,48770,0.4289855072463768,0.6469755997539471,0.6469755997539471,0.0,0.3153409090909091,0.050334795659201105,0.9496652043407989,0.6846590909090909,0.724043721443453,0.5905986369598815,0.3012934754972319,1.3183515071403467,100,kt_count,34942,0.3863030551568587,per_point,one_sided,0.5467786154900617,0.3344679106007792,3,0.6593827605247498,0.6368969082832336,0.8532043695449829,0.1592855155467987,0.11758868396282196,0.23413866758346558,2.0817604064941406,2.082972288131714,2.1092019081115723,0.7568359375,0.7467567324638367,0.8216853141784668,0.117219477891922,0.10992667078971863,0.19470146298408508,2.0934367179870605,2.0799951553344727,2.1543164253234863,0.5501959919929504,0.5019851922988892,0.7508949637413025,0.07418409734964371,0.04205876961350441,0.0757012888789177,2.096146583557129,2.0966367721557617,2.119067907333374
cartpole,entropy,1.0,1000,1000,True,14,115242,0.9967415191088433,0.17933565887436873,0.16657989274743584,0.01275576612693289,0.9965149755038133,0.00080239649085268,0.9991976035091473,0.003485024496186676,0.9993323555792091,0.9984285899818146,0.004220472570764131,0.019509153460597735,100,kt_count,108245,0.18000381805244617,per_point,two_sided,0.9953661730633626,0.15568108849204282,3,1.9733035564422607,1.8449920415878296,3.2418994903564453,1.215461254119873,1.0714250802993774,2.0018224716186523,4.768571853637695,4.47812557220459,8.489558219909668,0.08035686612129211,0.046278491616249084,0.1647000014781952,0.026090022176504135,0.02337820455431938,0.037167057394981384,0.09070394933223724,0.0498298741877079,0.07753219455480576,1.7988300323486328,1.6670948266983032,2.9560787677764893,1.2390974760055542,1.110984206199646,2.0364291667938232,3.4748189449310303,3.0710031986236572,6.27097749710083
cartpole,entropy,0.5,1000,1000,True,14,115242,0.9948389393130451,0.06654691865812812,0.04946113396157651,0.017085784696551604,0.9978070175438597,0.0018189052464048202,0.9981810947535952,0.0021929824561403508,0.9989282434367271,0.9968085457628236,0.006347373353464884,0.026478095560068613,100,kt_count,106411,0.18000381805244617,per_point,two_sided,0.9948389393130451,0.033199701497717844,3,1.1551028490066528,0.9967772364616394,2.1466660499572754,0.6855509281158447,0.5789057016372681,1.12886381149292,2.2694568634033203,1.7246402502059937,5.386686325073242,0.11861266195774078,0.08323538303375244,0.205386221408844,0.030829094350337982,0.02697930485010147,0.04245466738939285,0.13381345570087433,0.05369667336344719,0.08609101921319962,1.2700504064559937,1.1055599451065063,2.3377585411071777,0.7742522954940796,0.66847825050354,1.3006720542907715,2.1641488075256348,1.7220039367675781,3.9718220233917236
cartpole,mode_sep,0.5,1000,1000,True,14,115242,0.9942559546603356,0.06312802624043318,0.052654414189271276,0.010473612051161903,0.9954503629485738,0.0015383745263276964,0.9984616254736723,0.004549637051426234,0.9973884339355586,0.9943589114058845,0.006838594436056299,0.02896587233757807,100,kt_count,108356,0.18000381805244617,per_point,two_sided,0.9942559546603356,0.052654414189271276,3,1.0155794620513916,0.8970238566398621,1.8555936813354492,0.5982440114021301,0.509189784526825,0.9836861491203308,1.9216123819351196,1.5312339067459106,3.3251495361328125,0.10259799659252167,0.07563558220863342,0.17035861313343048,0.03135807812213898,0.02799231931567192,0.0434139147400856,0.09251097589731216,0.05713798105716705,0.0881207212805748,1.118980050086975,0.9925097823143005,2.039900064468384,0.6711016297340393,0.5894988179206848,1.1302542686462402,1.8807278871536255,1.5359975099563599,2.9210987091064453
cartpole,mode_sep,1.0,1000,1000,True,14,115242,0.993697065195982,0.06678988563197445,0.0612103226254317,0.005579563006542753,0.9959530154969894,0.0019935153466310736,0.9980064846533689,0.004046984503010562,0.9996126666984555,0.9985175637948144,0.004394213915065688,0.019718280226597877,100,kt_count,108752,0.18000381805244617,per_point,two_sided,0.993010399162222,0.07590114715121223,3,1.2045270204544067,1.066548466682434,2.1124067306518555,0.7957145571708679,0.6757826209068298,1.3166406154632568,2.344559669494629,1.9410573244094849,3.8994336128234863,0.14151787757873535,0.08533772081136703,0.31502747535705566,0.03041185811161995,0.02655358612537384,0.042077697813510895,0.13189652562141418,0.052970558404922485,0.08705475181341171,1.3756740093231201,1.21273672580719,2.438619375228882,0.8908531665802002,0.7595301866531372,1.4900097846984863,2.376267194747925,1.9092276096343994,3.984926700592041
cartpole,fm_ranked,baseline,1000,1000,True,14,115242,0.9923861657128639,0.01642630291039725,0.0075232987973134794,0.008903004113083772,0.9918432308763553,0.0015229025235138295,0.9984770974764862,0.008156769123644683,0.9989189872973763,0.9966790437007731,0.004782284236649831,0.039004275070228,20,kt_count,111037,0.18000381805244617,mc_cache_K20,two_sided,0.9948284907687311,0.011037642526162336,3,1.2869153022766113,1.1889739036560059,2.1605455962561178,0.6102502346038818,0.5241236686706543,0.937325742840767,2.6886822700500512,2.068259167671206,6.4579692125320465,0.11162910610437393,0.07416373491287231,0.22328350639025088,0.0264306478202343,0.024205423891544342,0.03720979969948532,0.06957252025604249,0.051684452593326574,0.08245655529201032,1.5109124183654785,1.404628872871399,2.5157090502639137,0.7432800531387329,0.6423823237419128,1.1491167545318604,3.1284070014953667,2.313117313385016,6.887063446044926
cartpole,entropy_tiebreak,0.5,1000,1000,True,14,115242,0.9922460517102772,0.02584995053886604,0.009805452873084465,0.016044497665781574,0.9874064516129032,0.0005921109292911894,0.9994078890707088,0.012593548387096774,0.9991246231114517,0.997794106435708,0.005382299855955295,0.02397431683806724,100,kt_count,105560,0.18000381805244617,per_point,two_sided,0.9922460517102772,0.019116294406553165,3,1.168776512145996,1.0208604335784912,2.16636061668396,0.6885821223258972,0.5790019035339355,1.137076735496521,2.190974473953247,1.714616298675537,5.505433082580566,0.0950271412730217,0.051081907004117966,0.19754061102867126,0.03392408788204193,0.028857262805104256,0.04509253799915314,0.14924973249435425,0.058444492518901825,0.10081149637699127,1.351097822189331,1.1964062452316284,2.478175401687622,0.7977873086929321,0.684853196144104,1.343915581703186,2.38230562210083,1.8136779069900513,5.796881675720215
cartpole,clf_adaptive,-,1000,1000,True,7,115242,0.9918788851012633,0.016608528140782005,0.0,0.016608528140782005,0.9938218895976694,0.00215159657029084,0.9978484034297092,0.006178110402330604,0.9995243108555435,0.9979567222099122,0.008102767763421309,0.03579846889217006,1,clip,35786,0.18000381805244617,per_point,one_sided,0.9813280771382148,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
cartpole,fm_direct,baseline,1000,1000,True,14,115242,0.9896443043674021,0.00986619461654605,0.0022821540757709865,0.007584040540775065,0.9835918854415274,0.0008936835721809071,0.9991063164278191,0.016408114558472554,0.9983580684155462,0.9956754108302678,0.004669673382968014,0.0387249831489432,20,kt_count,111490,0.18000381805244617,mc_cache_K20,two_sided,0.9896443043674021,0.0022821540757709865,3,1.4159648418426514,1.3001863956451416,2.36831732536934,0.6337732076644897,0.5481309294700623,0.9703406870365145,3.3121601104736342,2.360535597801209,6.629896435737611,0.07055462151765823,0.0503220334649086,0.10690681024369082,0.02005912736058235,0.018580300733447075,0.028933639917522673,0.053537752479314804,0.04463047720491886,0.06306177750229836,1.6841329336166382,1.5528696775436401,2.8040771132427476,0.7936398983001709,0.6819765567779541,1.2296456694602969,3.9454280376434325,2.9385274410247795,7.069047031402588
cartpole,entropy_tiebreak,1.0,1000,1000,True,14,115242,0.9873915857605178,0.08637475920237414,0.07233473907082487,0.014040020131549261,0.9773962070732958,0.000536268040756371,0.9994637319592437,0.022603792926704253,0.9995864325105606,0.998512360743682,0.005340898283611879,0.023321938017719996,100,kt_count,105451,0.18000381805244617,per_point,two_sided,0.9947871630802677,0.15614966765588933,3,2.13722562789917,1.947739839553833,3.648892879486084,1.309079885482788,1.1266976594924927,2.189418077468872,5.244874477386475,4.882757186889648,9.729205131530762,0.10478315502405167,0.05094932019710541,0.24472980201244354,0.035408154129981995,0.031905777752399445,0.046155042946338654,0.19440525770187378,0.05717364698648453,0.089248426258564,2.2920379638671875,2.089874029159546,3.9015841484069824,1.4887571334838867,1.309470772743225,2.4690232276916504,4.8690667152404785,4.331124782562256,9.264490127563477
cartpole,fm_disp_gdiv_d10,campaignA,1000,1000,True,7,115242,0.9872853000223064,0.3210808559379393,0.32105482376217004,2.6032175769250796e-05,0.9761799735333039,8.140449895530894e-05,0.9999185955010447,0.023820026466696075,0.9030207995513623,0.8277342683736767,0.10771544749310147,0.4162609846543698,100,kt_count,95758,0.18000381805244617,per_point,two_sided,0.9512262331220722,0.34924767012026864,3,1.895735263824463,1.7146896123886108,3.2951974868774414,1.2937041521072388,1.1131856441497803,2.2383992671966553,4.1318488121032715,3.5107409954071045,6.460378646850586,0.16087663173675537,0.13406617939472198,0.24611644446849823,0.1448272466659546,0.1262790709733963,0.2198934704065323,0.21988648176193237,0.17818789184093475,0.3389643132686615,1.8910574913024902,1.7059307098388672,3.4160354137420654,1.256305456161499,1.1211143732070923,2.152672290802002,3.709716558456421,2.6379449367523193,7.295984745025635
cartpole,fm_disp_prop_d05,campaignA,1000,1000,True,7,115242,0.9849070128628887,0.12197809826278613,0.08648756529737422,0.035490532965411915,0.9784776072163317,0.0012083978000383977,0.9987916021999615,0.0215223927836683,0.9768569854036255,0.9505777715114572,0.04237544558407526,0.15099010952930425,100,kt_count,95317,0.18000381805244617,per_point,two_sided,0.98201748983865,0.08648756529737422,3,1.3336734771728516,1.1944975852966309,2.4808361530303955,0.8363350629806519,0.6938119530677795,1.5134608745574951,2.6712217330932617,1.9055010080337524,5.815493106842041,0.19062364101409912,0.12410645186901093,0.34850358963012695,0.0881219282746315,0.06555861234664917,0.11948315054178238,0.32525914907455444,0.12636840343475342,0.3298264741897583,1.3669840097427368,1.2371342182159424,2.535930633544922,0.8655804395675659,0.7448291778564453,1.5491451025009155,2.122001886367798,1.682253360748291,3.664783239364624
cartpole,fm_disp_gdiv_d05,campaignA,1000,1000,True,7,115242,0.9844140122569419,0.1323128720431787,0.11796046580239843,0.01435240624078027,0.9861300591177808,0.002638248847926267,0.9973617511520737,0.01386994088221919,0.9736037094021428,0.9415028572075438,0.04658296194095903,0.16570686488936706,100,kt_count,95436,0.18000381805244617,per_point,two_sided,0.9830061046032008,0.12964891272279203,3,1.3537108898162842,1.142903447151184,2.590611219406128,0.8715853095054626,0.7176524996757507,1.5933111906051636,2.8395516872406006,1.9164948463439941,6.054701328277588,0.279145210981369,0.18809227645397186,0.5422033667564392,0.09259278327226639,0.06462544202804565,0.12099936604499817,0.4813101589679718,0.14025484025478363,1.0545001029968262,1.37123703956604,1.155927062034607,2.6333701610565186,0.8923949003219604,0.7646670937538147,1.6090397834777832,2.16231107711792,1.703926682472229,3.6559813022613525
cartpole,fm_nonadapt,baseline,1000,1000,True,14,115242,0.9838595066490712,0.0758664375835199,0.020799708439631383,0.055066729143888514,0.9763599731363332,0.0013644947548821622,0.9986355052451178,0.02364002686366689,0.9844886106996863,0.9654325471572031,0.01952224449419482,0.08551652699960191,20,kt_count,104131,0.18000381805244617,mc_cache_K20,two_sided,0.9874382685360115,0.03379844154041062,3,1.343500018119812,1.243960976600647,2.2817145204553024,0.6996488571166992,0.5719455480575562,1.1498869717121125,2.7941248893737964,2.1000755786895757,6.254963178634645,0.11762025952339172,0.10625117272138596,0.1331126750695645,0.05470900610089302,0.04930495470762253,0.07324186712503433,0.10395342856645585,0.08815578818321228,0.13822775483131414,1.4636071920394897,1.3666949272155762,2.467261281455438,0.7781741619110107,0.6541852355003357,1.2852578043937686,2.4872153997421265,1.9763261079788208,6.317501521110534
cartpole,clf_nonadapt,-,1000,1000,True,7,115242,0.983731053005279,0.08153277450929348,0.0,0.08153277450929348,0.9774246978712963,0.0017756435311854376,0.9982243564688146,0.02257530212870376,0.9955085025703893,0.9823923071891457,0.040204939480177275,0.1636496894801039,1,clip,0,0.18000381805244617,per_point,one_sided,0.983731053005279,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
cartpole,fm_disp_prop_d10,campaignA,1000,1000,True,7,115242,0.978618674050146,0.4269971017510977,0.42690165043994377,9.545131115391958e-05,0.9742725880551302,0.0018486152191449314,0.9981513847808551,0.02572741194486983,0.9235789194566417,0.837271883079337,0.09121259089568039,0.3384046197348218,100,kt_count,90405,0.18000381805244617,per_point,two_sided,0.978618674050146,0.34963815275680743,3,2.4856674671173096,2.3241662979125977,4.2106614112854,1.8359289169311523,1.5793626308441162,3.2932589054107666,5.2786078453063965,5.351058006286621,7.308811187744141,0.3029780089855194,0.2385307401418686,0.44387173652648926,0.17260129749774933,0.13286924362182617,0.24470938742160797,0.37434786558151245,0.19719600677490234,0.6098180413246155,2.4441871643066406,2.2598321437835693,4.43417501449585,1.6516982316970825,1.4545410871505737,2.940171480178833,4.702099323272705,3.6048688888549805,11.564581871032715
