predictor,level,arm,epoch,train_trajectories,AURC,K,KL,M,MAE,REL,REL_debiased,RES,SHARP,SHARP_star,UNC,UNC_debiased,VAR_debiased,acc@0.25,acc@0.5,acc@0.75,bias,brier_debiased,brier_debiased_se,brier_raw,decomp_gap,f1@0.25,f1@0.5,f1@0.75,log_score,log_score_climatology,log_score_oracle,mean_p_invalid,n_bins_used,n_points,prec@0.25,prec@0.5,prec@0.75,rec@0.25,rec@0.5,rec@0.75,risk@0.2,risk@0.5,risk@0.8,risk@1,roa_frac_pred@0.25,roa_frac_pred@0.5,roa_frac_pred@0.75,roa_frac_true@0.25,roa_frac_true@0.5,roa_frac_true@0.75,run_dir,sAUROC,skill_score
fm,low,dir00_s42,0,300,0.03909908081993045,100.0,0.4115517222233463,100.0,0.10774703036463922,0.04689111279069195,0.04673425208636132,0.09228670404085167,0.015686070433063148,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.8927542779691647,0.8844713013685737,0.8834829916605486,-0.10648425293198545,0.08169558026377363,0.0006995264738473191,0.08198149695977108,-1.1102230246251565e-16,0.594548430716675,0.5097459658092347,0.4240450379193225,0.45319496005880183,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9936957297490187,0.9942349641632907,0.992161985630307,0.42416857070322417,0.3427328391878827,0.26964497041420116,0.036049278135964515,0.03473211054845454,0.034258677320775734,0.08169558026377753,0.07913066395587433,0.06040925434385648,0.0432314903710397,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.8851880560596861,0.3579815825863297
fm,low,dir00_s42,1,450,0.03606684594157875,100.0,0.36685035810182093,100.0,0.1000516744790196,0.038413431622931565,0.03824060581396751,0.09255178844602857,0.01728258089640594,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9037574593851773,0.8915683063195347,0.8895540370098455,-0.098434235048286,0.07293684958620295,0.0006484827570069024,0.07323873138683383,-6.938893903907228e-17,0.6517963562063681,0.5531073007991311,0.468665096902735,0.40849359593724716,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9896587383660806,0.9956703910614525,0.9982638888888888,0.4859101294744859,0.38290901278332795,0.3062130177514793,0.032644283676332216,0.03243864255780464,0.03196461402028852,0.07293684958620758,0.0910186178724045,0.06739330961390035,0.04879426215620941,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.8924293555861281,0.4268135364081943
fm,low,dir00_s42,2,600,0.01184673327415471,100.0,0.1916904496224843,100.0,0.07556954876602473,0.029130642987272404,0.028922271295733038,0.10924929479728628,0.020837169153936536,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9321078292953823,0.9188550667344365,0.9118333615707536,-0.07161367444136969,0.04692100871671098,0.0004715761585617654,0.04725843639991718,1.457167719820518e-16,0.779223164274127,0.7008778321362895,0.6177202791494919,0.23333368745781638,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9809648581997534,0.9899049299225718,0.9953965539918453,0.6463061690784463,0.5424857664625631,0.447810650887574,0.008043130728433552,0.008067813162973265,0.008022634039764593,0.04692100871670916,0.12213625496507972,0.09603546619980799,0.07156303533442518,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9622172165450178,0.6312633845981286
fm,low,dir00_s42,3,750,0.006111121033075661,100.0,0.12314359165509371,100.0,0.0606304474689859,0.02147447064595212,0.02125039377665867,0.11638821479233012,0.02240768692934503,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9514786995726737,0.9372470397771127,0.9245778505675721,-0.05765591762203271,0.03211021120259275,0.0003529921759375333,0.03246334406355302,1.1796119636642288e-16,0.851007254544929,0.7828550955932645,0.6897432919038216,0.16478682949038434,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9877885131508319,0.9944559371121224,0.9977596056906015,0.7474993653211475,0.6455043506284242,0.5270414201183432,0.003498108764238933,0.0035461217852362495,0.0036291640788428756,0.03211021120259208,0.14028350369910206,0.11374974115698124,0.08402515012895088,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9789188858146076,0.7476565205541628
fm,low,dir00_s42,4,900,0.0034413244009531777,100.0,0.07560265814528254,100.0,0.04172257675872065,0.009001721213861938,0.008802363848107102,0.1173048716214169,0.019935736575483573,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9657668342086934,0.9590557406675326,0.9513751623651663,-0.03555382993543044,0.01874552444495405,0.0002529718196976633,0.019073937802375707,-2.3592239273284576e-16,0.9004461719541237,0.8689443239334779,0.8206997084548104,0.1172458959805082,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9768381042879202,0.9895018526142445,0.9925285426460712,0.8351358212744351,0.7745729938768934,0.699585798816568,0.0022366637812070538,0.002244865400679494,0.002249356639078257,0.01874552444495358,0.15848722727358294,0.1371773874738804,0.1121213832570923,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.98411613400811,0.852685152625382
fm,low,dir00_s42,5,1050,0.0021253241230799217,100.0,0.05868494800718762,100.0,0.032842472845014216,0.006162468101082083,0.0060010451899048375,0.11933666950541692,0.016142291117724566,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9705577831742626,0.9675081417894994,0.964627924926112,-0.02588703149413603,0.013912407902750706,0.00021306403314156963,0.014202886805594775,-1.285430095698814e-15,0.9155370740400712,0.8988810123615912,0.8761126129096064,0.10032818584233745,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9777380471768845,0.9885953608247423,0.9891320529998511,0.8607768469154607,0.824094961864862,0.7862721893491125,0.001285279735089136,0.0014007395732137343,0.0014759354373915456,0.013912407902750504,0.16320287645187403,0.14608158731951582,0.126447167786751,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9870223000292669,0.8906670094600186
fm,low,dir00_s42,6,1200,0.001956609898796187,100.0,0.055098852276587285,100.0,0.034151089023173514,0.005572604815554463,0.005388599412604575,0.11895891724942642,0.018400540294988818,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9710189943713409,0.9673104798478944,0.9627454302441596,-0.02623350464034939,0.013677714381441722,0.00020219963722823924,0.013990775776058431,-5.186823193170653e-16,0.9173888546054573,0.8984532616005381,0.8685748439367778,0.09674209011179462,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9726900318616295,0.9859462234486299,0.9896337772397095,0.868037572988068,0.8252229025674079,0.773905325443787,0.001230004406624482,0.001088949014628121,0.0011237941216527957,0.013677714381441476,0.16543363264998776,0.14667457314433086,0.12439524858342275,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9884913569751388,0.8925113878540706
fm,low,dir00_s42,7,1350,0.0017954251604758958,100.0,0.05114666277200182,100.0,0.030353909000207065,0.004706461029942685,0.004547546523914044,0.11964658645679198,0.01589145060286417,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9720167165527758,0.9700589220835452,0.9683646768697879,-0.022375331789687692,0.012148992285384673,0.00019241666057290442,0.012436962783080138,-1.4710455076283324e-15,0.9203866855903383,0.9077783898182241,0.8905675121284146,0.09278990060714017,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9737647325475974,0.9862047244094488,0.990081806993412,0.8725564864178725,0.8409066494789988,0.8092307692307692,0.0010348959974824702,0.001136901288253858,0.001183311097657997,0.012148992285384576,0.16611133073549067,0.14942301537998154,0.13001449520905103,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9886423602826109,0.9045251068044342
fm,low,dir00_s42,8,1500,0.0015527674853368393,100.0,0.04767499151053897,100.0,0.02889525799589616,0.004091940082150124,0.003935549193348324,0.11971891722489282,0.015639088880179976,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9739745110220064,0.9709719320042921,0.9690235500084712,-0.02007200542158468,0.011464664186717611,0.00018530858570179972,0.011750111067186235,-1.9723805921856297e-15,0.9264529857693842,0.9111699982717898,0.8935054849043783,0.0893182293456528,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9729050279329609,0.9824223602484472,0.9859315860886952,0.8842345773038842,0.8495541948651842,0.816923076923077,0.0009680503087251628,0.0009506027690926289,0.0009934652547072247,0.011464664186717493,0.16848327403475086,0.15154082189717813,0.13180286515690592,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9892473024688315,0.9099030139259625
fm,low,dir00_s42,9,1650,0.0015802257975646276,100.0,0.048673916252422116,100.0,0.03030552888688089,0.005158114900011358,0.004996684164121369,0.12010743066589775,0.016143073588998934,0.012905599166682356,0.1273770882099309,0.12724803221826408,0.12724803221826408,0.9733721127237815,0.9692965117373543,0.966576306921933,-0.02238587375990663,0.012137285716486031,0.00018786507747982456,0.012427772444042846,-1.6670692604137116e-15,0.924319841630775,0.9053340298334205,0.8840414067857493,0.09031715408754622,0.45361024271903827,0.04251246262163163,0.0,101,106242,0.9768178220061066,0.9847222222222223,0.9863732420024776,0.8771769484640771,0.8377913846814911,0.8009467455621302,0.0010076576390285255,0.0009478874131271447,0.000916292843487703,0.012137285716485991,0.16646900472506165,0.14909357881063987,0.1291673726021724,0.18537866380527476,0.1752414299429604,0.15907080062498824,/common/users/shared/pracsys/adaptive_roa_experiments/gaussian_torque/cp_low_v2_dir00_s42,0.9895906390387456,0.9046171048392531
