system,arm,train_traj,F1,FPR,FNR,abstain_pct
humanoid,fm_nonadapt_mfT,7000,0.8697,0.5419,0.0298,17.542
humanoid,fm_nonadapt_mfT,8000,0.8824,0.4073,0.0489,18.321
humanoid,fm_nonadapt_mfT,9000,0.8768,0.4861,0.0324,15.538
humanoid,fm_nonadapt_mfT,10000,0.8780,0.4671,0.0389,18.668
humanoid,fm_nonadapt_mfT,11000,0.8803,0.4586,0.0383,19.183
humanoid,fm_nonadapt_mfT,12000,0.8799,0.4174,0.0481,18.758
humanoid,fm_nonadapt_mfT,13000,0.8703,0.5555,0.0271,16.116
humanoid,fm_nonadapt_mfT,14000,0.8810,0.3855,0.0554,22.141
humanoid,fm_nonadapt_mfT,15000,0.8746,0.4807,0.0367,20.487
humanoid,fm_nonadapt_mfT,16000,0.8754,0.4879,0.0327,17.199
humanoid,fm_nonadapt_mfT,17000,0.8780,0.4563,0.0419,19.462
humanoid,fm_nonadapt_mfT,18000,0.8644,0.6268,0.0185,16.926
humanoid,fm_nonadapt_mfT,19000,0.8819,0.4413,0.0369,18.940
humanoid,fm_nonadapt_mfT,20000,0.8686,0.5694,0.0238,17.556
humanoid,fm_nonadapt_mfT,21000,0.8711,0.5155,0.0297,18.994
humanoid,fm_nonadapt_mfT,22000,0.8774,0.4296,0.0434,19.826
humanoid,fm_nonadapt_mfT,23000,0.8843,0.3547,0.0564,20.949
humanoid,fm_nonadapt_mfT,24000,0.8706,0.5229,0.0277,14.617
humanoid,fm_nonadapt_mfT,25000,0.8781,0.3935,0.0558,21.798
humanoid,fm_nonadapt_mfT,26000,0.8783,0.3778,0.0557,21.472
humanoid,fm_nonadapt_mfT,27000,0.8853,0.3281,0.0605,20.590
humanoid,fm_nonadapt_mfT,28000,0.8737,0.5434,0.0245,15.282
humanoid,fm_nonadapt_mfT,29000,0.8796,0.4420,0.0370,18.107
humanoid,fm_nonadapt_mfT,30000,0.8798,0.3995,0.0505,19.814
