predictor,level,arm,epoch,train_trajectories,AURC,K,KL,M,MAE,REL,REL_debiased,RES,SHARP,SHARP_star,UNC,UNC_debiased,VAR_debiased,acc@0.25,acc@0.5,acc@0.75,bias,brier_debiased,brier_debiased_se,brier_raw,decomp_gap,f1@0.25,f1@0.5,f1@0.75,log_score,log_score_climatology,log_score_oracle,mean_p_invalid,n_bins_used,n_points,prec@0.25,prec@0.5,prec@0.75,rec@0.25,rec@0.5,rec@0.75,risk@0.2,risk@0.5,risk@0.8,risk@1,roa_frac_pred@0.25,roa_frac_pred@0.5,roa_frac_pred@0.75,roa_frac_true@0.25,roa_frac_true@0.5,roa_frac_true@0.75,run_dir,sAUROC,skill_score
clf,noisy_dynamics_f_0.048,clf_dir00,0,10000,0.012308844748526983,1.0,0.14042927589826912,100.0,0.10384541521010375,0.00047471853304691315,0.00047471853304691315,0.05276011385214398,0.06774544548816004,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.8879555555555556,0.9004161616161617,0.9072545454545454,-0.01012613408484575,0.03860065303579238,0.0001005143300580293,0.03901324891784525,-0.0003547115682204574,0.7250586199887965,0.6823942527624755,0.5043776786967364,0.26514291031103954,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.7502603271658451,0.9040322993666456,0.8277230529374247,0.7014949711989026,0.5480347311338328,0.36269349604856616,0.0012016213162517884,0.007729694597032397,0.025082032168624677,0.038600653035796094,0.19691616161616163,0.11833737373737374,0.05701414141414141,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9066593724500537,0.5769363049110747
clf,noisy_dynamics_f_0.048,clf_dir00,1,15000,0.010667192135512602,1.0,0.12817630777510264,100.0,0.09821649795597404,0.000491683903813488,0.000491683903813488,0.05618115842235176,0.06695578105957516,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.8971858585858585,0.9091252525252526,0.9077959595959596,-0.007247038423714597,0.035186731365416515,9.507165594618567e-05,0.035599327247469364,-0.0003645540391551405,0.7479795979003664,0.7166514440490063,0.5161098800903298,0.2528899421878232,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.7730895020498411,0.9156405427591868,0.8136658420806312,0.7244495177434904,0.5887113466076086,0.3779092334684118,0.0008484161694866089,0.00598956744455118,0.022380593024633036,0.03518673136541979,0.19735454545454545,0.1255090909090909,0.06043232323232323,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9160289512008184,0.6143529339840115
clf,noisy_dynamics_f_0.048,clf_dir00,2,20000,0.010183518089410738,1.0,0.12428652066648653,100.0,0.09540547922551741,0.0007522853175562233,0.0007522853175562233,0.05747067621154467,0.06533641755798555,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9016838383838384,0.9091616161616162,0.9026868686868686,-0.01468381725660202,0.03419093024575113,9.33366956993948e-05,0.034603526127803964,-0.000331438783370365,0.7553654325145588,0.7117110763470367,0.46364547377797577,0.24900015507909162,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.7935122404579347,0.9352841062280939,0.8195882376097311,0.7207180849788248,0.5744038994908308,0.3232567888583539,0.0005132922264468038,0.005319269818498137,0.022358889171449,0.034190930245753086,0.19128484848484847,0.11988686868686868,0.05131919191919192,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9199897274342249,0.6252669281298797
clf,noisy_dynamics_f_0.048,clf_dir00,3,25000,0.009271492110533052,1.0,0.11757992545376261,100.0,0.0933319518804658,0.0008015172270960006,0.0008015172270960006,0.05913228445140599,0.0655315008632907,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9059080808080808,0.9121363636363636,0.9035414141414141,-0.013136025465732653,0.032559944909960455,8.958221522098208e-05,0.03297254079201331,-0.000350047788839479,0.7672289927358235,0.7228020305862635,0.47174925597707634,0.24229355986636394,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8008806160138562,0.9407938943962836,0.8206312548113934,0.7362913011573197,0.5868278345821087,0.33101992019500986,0.00025944000005308053,0.004331998267977213,0.020629852228012783,0.03255994490996241,0.19362020202020203,0.12176262626262627,0.05248484848484848,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9247208416944508,0.6431425501343997
clf,noisy_dynamics_f_0.048,clf_dir00,4,30000,0.009007836216884531,1.0,0.11542522889829455,100.0,0.09185552736035803,0.0013031066040107811,0.0013031066040107811,0.059835095855241965,0.06410665067234529,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9092989898989899,0.9092121212121212,0.9005888888888889,-0.01916211291234016,0.0323721709955769,8.961346749961023e-05,0.03278476687762974,-0.0003365996763018547,0.7711683426689976,0.7082405489804001,0.44082203144264587,0.24013886331082285,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8227380738759019,0.9502203717575737,0.8220771790035813,0.725682137564209,0.5644895889390239,0.3011551539428944,0.0002288692637800622,0.0037989361299660524,0.020493319077119095,0.032372170995578785,0.18576060606060607,0.11596565656565656,0.047665656565656564,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9274654820040881,0.645200554852267
clf,noisy_dynamics_f_0.048,clf_dir00,5,35000,0.008596590713230953,1.0,0.11174259727812319,100.0,0.08959417802624858,0.0011602152276457443,0.0011602152276457443,0.06099079423810913,0.06421355817936743,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9115484848484848,0.9130070707070707,0.9005151515151515,-0.01787684053044832,0.0310721182890163,8.706797474123518e-05,0.03148471417106915,-0.0003380626236302378,0.7795287287156232,0.7237052745045828,0.43852828166508945,0.2364562316906164,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8204651212092303,0.9522249706629745,0.8253648068669528,0.7424831773773495,0.5836403526928012,0.2985855574704613,0.0001789801522343095,0.0035784369213909335,0.01969503794574983,0.031072118289019016,0.19058787878787878,0.11964747474747475,0.04707070707070707,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.929656402775617,0.6594491506295947
clf,noisy_dynamics_f_0.048,clf_dir00,6,40000,0.007962379947467292,1.0,0.10716387004328859,100.0,0.08713225658574383,0.0005951971706341026,0.0005951971706341026,0.061839467122468135,0.06482322961005288,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9115717171717171,0.9201212121212121,0.9037666666666667,-0.009302707047800153,0.029615979842184587,8.459723760317416e-05,0.030028575724237443,-0.0003805101290913007,0.7856257805421554,0.7556770785058856,0.48409298900182496,0.2318775044557737,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8025826658194536,0.9377444139432883,0.8002793046031547,0.7693705965016618,0.6328134702156725,0.3469964444858478,0.0001304447148198514,0.003163008218318618,0.018157887264928695,0.029615979842186474,0.20188989898989898,0.13173131313131314,0.05641717171717172,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9318158324110962,0.6754084482950112
clf,noisy_dynamics_f_0.048,clf_dir00,7,45000,0.007715932763314563,1.0,0.10535427629733968,100.0,0.08595656729939948,0.0007240710340260372,0.0007240710340260372,0.06234236871623296,0.06396132731502545,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9131252525252526,0.9193606060606061,0.905089898989899,-0.011544880157583592,0.029244247450206554,8.368585569605217e-05,0.029656843332259392,-0.0003782147906964649,0.7881771700473859,0.7512982906488805,0.49140166174997973,0.23006791070976002,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8100633324727002,0.9439499620331446,0.811571400475586,0.7674425297003823,0.6239547543155193,0.35238405763348707,0.00010844923385591956,0.002849521783666853,0.017743491047069133,0.029244247450207955,0.19952424242424244,0.12903333333333333,0.05649595959595959,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9334878636533582,0.6794826404903775
clf,noisy_dynamics_f_0.048,clf_dir00,8,50000,0.007439855625079598,1.0,0.10238066263422192,100.0,0.08260904000106423,0.001000113642214837,0.001000113642214837,0.06350530281694403,0.06128496570168665,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9182505050505051,0.921170707070707,0.9051535353535354,-0.015427170242536658,0.028348610021613544,8.393508333233584e-05,0.028761205903666407,-0.0003869607267671764,0.7968084679039127,0.7569217543520852,0.4912442296439175,0.22709429704658884,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8360475224572588,0.9507734923355008,0.8131479820627803,0.761087583153876,0.628730802665894,0.3519260328846243,0.00010608585152485639,0.0024804317865246674,0.017642662904170978,0.028348610021616295,0.1917222222222222,0.12908787878787878,0.056313131313131315,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9359024502628742,0.689298839186528
clf,noisy_dynamics_f_0.048,clf_dir00,9,55000,0.006800347118949342,1.0,0.09805295474975183,100.0,0.08318503940448405,0.0008513353758674974,0.0008513353758674974,0.06432307569222656,0.06371610169365934,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9185262626262626,0.9231737373737374,0.9042272727272728,-0.009438530612812775,0.02743835708287564,7.935405644396348e-05,0.027850952964928503,-0.0003306625238752095,0.8032059336610835,0.7658183027384523,0.49075391944657787,0.2227665891620986,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8174319398508189,0.9455316819488162,0.7962979101668032,0.78946661614684,0.6435091277890467,0.3546664182464639,7.303506186170423e-05,0.0020890365280708104,0.01579056823392676,0.027438357082876997,0.2034,0.13285454545454545,0.057952525252525255,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9385068574660036,0.6992752240775022
clf,noisy_dynamics_f_0.048,clf_dir00,10,60000,0.006929005938128136,1.0,0.09750614174297802,100.0,0.08283438303356352,0.0009396354398305733,0.0009396354398305733,0.06445879047372978,0.06402793827696888,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9195464646464646,0.9219969696969696,0.9023343434343435,-0.01324446446828332,0.027338703298030703,7.951323424770424e-05,0.027751299180083552,-0.00038290159118001266,0.8025082878133811,0.7593481898837924,0.46293735037465344,0.222219776155364,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8307170283977742,0.9545500842245466,0.8136043265194557,0.7761524036086505,0.6304280332822785,0.3235052090611269,4.572717400077794e-05,0.0020880292868189552,0.01659967969003248,0.027338703298032646,0.19677171717171718,0.1289242424242424,0.051736363636363636,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9386068740540648,0.7003674309478627
clf,noisy_dynamics_f_0.048,clf_dir00,11,65000,0.006792161470256218,1.0,0.09651180089778505,100.0,0.08065209804323752,0.001212587317789573,0.001212587317789573,0.06499510059704786,0.06154678019072017,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9220202020202021,0.9220373737373737,0.9031070707070707,-0.016591820177729262,0.027070639082864646,8.026167256713383e-05,0.027483234964917495,-0.00038760756098699806,0.8061752757985227,0.7586832207252979,0.47081085255922234,0.22122543531008765,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8458895989968335,0.9584784927124067,0.8135247464348356,0.7700228778075674,0.6278149190710767,0.3312605772664462,4.352919729240904e-05,0.001885657446155192,0.01646589457225835,0.02707063908286672,0.19171616161616162,0.12786363636363637,0.05298181818181818,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9399116645329562,0.7033054184809779
clf,noisy_dynamics_f_0.048,clf_dir00,12,70000,0.0065306645780932315,1.0,0.09464294217402525,100.0,0.07983111454274668,0.0013017546902820058,0.0013017546902820058,0.06557837982241291,0.06113935566355109,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9231525252525252,0.923389898989899,0.901439393939394,-0.016636950657488322,0.026623058903550576,7.910203126035576e-05,0.02703565478560344,-0.00034107588742842906,0.809746850953904,0.7640066960812989,0.4572502906346124,0.21935657658628094,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8459536847385362,0.9581895946177981,0.8064750318846267,0.776512117564113,0.6352661754356915,0.319080224199233,3.527896499783827e-05,0.001580252494858498,0.015875781041109715,0.026623058903552252,0.19331717171717172,0.12942020202020202,0.05147979797979798,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9414061258468496,0.7082109034823222
clf,noisy_dynamics_f_0.048,clf_dir00,13,75000,0.005940834920813632,1.0,0.09247444856214682,100.0,0.07931655459828527,0.0009264588747686921,0.0009264588747686921,0.06604131240028877,0.060944074997688065,0.04125958820528517,0.09165335580516278,0.09124075992310993,0.09124075992310987,0.9237383838383838,0.9271525252525252,0.9077,-0.006010548826294329,0.025805907775455387,7.661426810604818e-05,0.026218503657508236,-0.00031999862213446736,0.8177686379292449,0.7828192333521045,0.5296076846651601,0.21718808297442435,0.4350273865600431,0.12546324158407363,0.0,20,990000,0.8231229713708188,0.9363316115925742,0.7860275354124964,0.8124835131103746,0.6725535041602848,0.39933547595758223,4.106732374263542e-05,0.0015457645825641272,0.013690184370542641,0.025805907775457333,0.20788282828282828,0.14021515151515151,0.0661040404040404,0.21060505050505052,0.1952080808080808,0.13011515151515152,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q3d_nd048_clf_dir00,0.9427602350092198,0.7171668912314797
